net,length_um
_18353_,40.665
genblk11\[2\].SCG_b.total_steps\[23\],40.66
genblk9\[0\].UART_b.generatorInst.txCounter\[19\],40.66
net216,40.66
_05951_,40.65
_17958_,40.64
net227,40.64
_10072_,40.62
net142,40.62
clknet_leaf_489_clk,40.62
_08490_,40.6
genblk11\[1\].SCG_b.jerk\[28\],40.6
_25504_,40.585
_12210_,40.58
genblk13\[3\].QEM_b.count_thresh_reg\[15\],40.58
genblk11\[3\].SCG_b.phase_count\[30\],40.57
_08543_,40.56
genblk11\[2\].SCG_b.phase_count\[29\],40.56
_11777_,40.52
_18953_,40.52
genblk11\[0\].SCG_b.total_steps\[7\],40.52
genblk9\[0\].UART_b.max_rate_rx_r\[30\],40.52
net250,40.52
_17045_,40.5
_18863_,40.5
_21680_,40.5
_22577_,40.5
_23815_,40.5
genblk11\[0\].SCG_b.c_accel_dur\[5\],40.5
_06060_,40.47
_11558_,40.46
genblk2\[1\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[4\],40.46
genblk9\[1\].UART_b.generatorInst.txCounter\[22\],40.46
genblk11\[2\].SCG_b.start,40.44
genblk2\[1\].SPI_b.SPI_Master_Inst.r_TX_Data\[0\],40.44
_20461_,40.42
genblk11\[0\].SCG_b.cur_accel\[15\],40.42
_09222_,40.4
genblk11\[2\].SCG_b.phase_count\[1\],40.4
clknet_leaf_167_clk,40.4
_14146_,40.39
P_REG_FILE.gpio_intr_buf1\[9\],40.38
_07185_,40.38
_17948_,40.38
_16348_,40.365
_05952_,40.36
genblk11\[1\].SCG_b.c_jerk_dur\[8\],40.36
genblk11\[1\].SCG_b.total_steps\[9\],40.36
genblk11\[3\].SCG_b.jerk\[24\],40.36
genblk7\[3\].TIMER_b.mtime\[3\],40.34
_19525_,40.32
genblk11\[3\].SCG_b.c_jerk_dur\[24\],40.3
genblk9\[1\].UART_b.generatorInst.rxCounter\[15\],40.3
_06888_,40.28
_26412_,40.28
_14138_,40.26
genblk11\[1\].SCG_b.phase_count\[24\],40.26
genblk7\[2\].TIMER_b.mtimecmp\[12\],40.26
_06663_,40.24
_08760_,40.24
genblk11\[0\].SCG_b.jerk\[31\],40.24
genblk11\[2\].SCG_b.cur_speed\[12\],40.24
P_REG_FILE.SD_JERK_DUR_1\[17\],40.22
_26374_,40.18
genblk11\[0\].SCG_b.c_jerk_dur\[1\],40.18
genblk11\[1\].SCG_b.steps_left\[0\],40.18
clknet_leaf_421_clk,40.18
net43,40.16
P_REG_FILE.gpio_intr_buf1\[21\],40.14
genblk11\[1\].SCG_b.steps_left\[7\],40.14
_09626_,40.12
_13328_,40.12
_23046_,40.12
_23176_,40.12
genblk13\[0\].QEM_b.count\[25\],40.12
genblk13\[3\].QEM_b.count_thresh_reg\[6\],40.105
_11389_,40.1
genblk11\[3\].SCG_b.total_steps\[8\],40.1
genblk13\[1\].QEM_b.count_thresh_reg\[30\],40.1
genblk9\[1\].UART_b.generatorInst.txCounter\[17\],40.1
_07403_,40.08
_23639_,40.08
_26726_,40.08
genblk11\[1\].SCG_b.c_jerk_dur\[3\],40.08
net168,40.08
_09077_,40.04
_17042_,40.04
genblk11\[1\].SCG_b.c_accel_dur\[5\],40.04
net242,40.04
genblk2\[1\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[2\],40.035
_13969_,40.03
genblk11\[2\].SCG_b.total_steps\[17\],40.02
genblk11\[3\].SCG_b.cur_accel\[10\],40
genblk11\[0\].SCG_b.phase_count\[11\],39.995
_06673_,39.98
genblk11\[1\].SCG_b.c_jerk_dur\[23\],39.98
genblk7\[2\].TIMER_b.mtimecmp\[44\],39.96
genblk9\[0\].UART_b.generatorInst.rxCounter\[16\],39.96
genblk13\[0\].QEM_b.count\[23\],39.94
_17928_,39.93
genblk11\[2\].SCG_b.steps_left\[28\],39.92
genblk9\[1\].UART_b.generatorInst.txCounter\[18\],39.92
_10917_,39.9
_17542_,39.9
_05706_,39.885
_06820_,39.88
_11727_,39.88
_24059_,39.86
P_REG_FILE.PWM_PERIOD_DIV_2\[0\],39.84
_06223_,39.84
_08826_,39.84
genblk11\[0\].SCG_b.cur_speed\[8\],39.84
genblk9\[2\].UART_b.generatorInst.txCounter\[11\],39.84
genblk11\[1\].SCG_b.cur_speed\[5\],39.83
clknet_leaf_316_clk,39.82
_19653_,39.81
genblk11\[0\].SCG_b.total_steps\[15\],39.78
genblk7\[3\].TIMER_b.mtime\[56\],39.78
_13324_,39.74
genblk11\[3\].SCG_b.jerk\[20\],39.74
_18960_,39.72
genblk11\[3\].SCG_b.c_jerk_dur\[19\],39.72
_20316_,39.71
genblk9\[0\].UART_b.generatorInst.txCounter\[29\],39.71
genblk9\[2\].UART_b.generatorInst.txCounter\[9\],39.71
P_REG_FILE.gpio_intr_buf1\[12\],39.7
genblk11\[1\].SCG_b.cur_speed\[2\],39.7
_06107_,39.685
_08805_,39.665
_15782_,39.665
_06157_,39.66
_06908_,39.66
_08275_,39.64
genblk11\[0\].SCG_b.c_accel_dur\[12\],39.64
genblk4\[0\].I2C_b.sda_out,39.635
genblk11\[1\].SCG_b.cur_speed\[3\],39.625
_23685_,39.62
_08704_,39.58
genblk9\[0\].UART_b.max_rate_rx_r\[26\],39.58
genblk7\[2\].TIMER_b.mtimecmp\[6\],39.57
genblk9\[3\].UART_b.generatorInst.txCounter\[5\],39.565
_06319_,39.56
genblk11\[3\].SCG_b.c_jerk_dur\[0\],39.56
genblk9\[3\].UART_b.max_rate_tx_r\[26\],39.55
_09554_,39.53
P_REG_FILE.gpio_intr_buf1\[8\],39.5
_06096_,39.5
genblk11\[0\].SCG_b.c_accel_dur\[10\],39.5
genblk13\[3\].QEM_b.count\[11\],39.5
genblk9\[0\].UART_b.generatorInst.rxCounter\[2\],39.5
_23674_,39.48
genblk11\[3\].SCG_b.total_steps\[31\],39.48
genblk9\[1\].UART_b.max_rate_rx_r\[28\],39.475
P_REG_FILE.TIM_THRESH_H_3\[0\],39.46
_06131_,39.46
genblk11\[0\].SCG_b.c_jerk_dur\[14\],39.46
genblk11\[2\].SCG_b.op_clk.div_cnt\[0\],39.46
_21188_,39.44
_10175_,39.42
genblk7\[0\].TIMER_b.mtime\[0\],39.42
genblk13\[0\].QEM_b.count\[14\],39.415
_22405_,39.4
net119,39.4
_11574_,39.385
_06835_,39.38
_12749_,39.38
genblk11\[2\].SCG_b.steps_left\[27\],39.38
genblk11\[2\].SCG_b.total_steps\[8\],39.38
genblk7\[0\].TIMER_b.mtime\[44\],39.38
genblk13\[3\].QEM_b.count\[6\],39.37
genblk11\[1\].SCG_b.total_steps\[20\],39.36
_22402_,39.34
genblk2\[0\].SPI_b.r_SM_CS\[0\],39.34
clknet_leaf_50_clk,39.34
genblk11\[3\].SCG_b.jerk\[5\],39.32
_07169_,39.28
_14395_,39.28
genblk11\[1\].SCG_b.phase_count\[17\],39.28
genblk9\[1\].UART_b.generatorInst.rxCounter\[5\],39.28
genblk11\[2\].SCG_b.total_steps\[3\],39.26
genblk13\[2\].QEM_b.count\[26\],39.26
genblk4\[1\].I2C_b.saved_device_addr\[0\],39.25
P_REG_FILE.GPIO_SEL_12\[1\],39.24
_22404_,39.24
genblk11\[0\].SCG_b.phase_count\[16\],39.22
genblk11\[0\].SCG_b.total_steps\[27\],39.21
genblk13\[0\].QEM_b.count\[9\],39.21
genblk11\[1\].SCG_b.cur_accel\[45\],39.2
net145,39.2
net237,39.2
_09529_,39.18
_19683_,39.175
_14448_,39.17
_11707_,39.16
genblk11\[1\].SCG_b.total_steps\[13\],39.16
genblk11\[1\].SCG_b.steps_left\[16\],39.15
_10242_,39.12
_11567_,39.12
_06265_,39.1
_24891_,39.1
_11793_,39.08
genblk7\[1\].TIMER_b.mtime\[47\],39.08
genblk9\[2\].UART_b.max_rate_rx_r\[6\],39.07
genblk13\[0\].QEM_b.count\[19\],39.06
genblk6\[2\].PWM_b.pg1.seq_cntr\[8\],39.06
_19192_,39
_24030_,39
genblk11\[2\].SCG_b.steps_left\[14\],39
genblk13\[0\].QEM_b.cr_wr,38.995
_08237_,38.98
_10945_,38.98
_20154_,38.98
genblk11\[0\].SCG_b.jerk\[21\],38.98
genblk11\[0\].SCG_b.total_steps\[19\],38.98
genblk11\[1\].SCG_b.phase_count\[18\],38.98
genblk11\[3\].SCG_b.c_jerk_dur\[3\],38.98
genblk7\[2\].TIMER_b.mtimecmp\[5\],38.98
_07159_,38.96
_18639_,38.96
_23255_,38.96
_23703_,38.96
net263,38.96
_07946_,38.94
genblk11\[1\].SCG_b.cur_speed\[32\],38.94
genblk7\[2\].TIMER_b.mtime\[34\],38.94
P_REG_FILE.SD_CR_1\[27\],38.92
genblk11\[3\].SCG_b.motor_stopped,38.92
P_REG_FILE.SD_JERK_4\[19\],38.9
genblk7\[1\].TIMER_b.mtimecmp\[55\],38.86
genblk11\[2\].SCG_b.c_accel_dur\[17\],38.85
_08782_,38.84
genblk7\[0\].TIMER_b.mtime\[25\],38.84
_12694_,38.82
genblk2\[1\].SPI_b.SPI_Master_Inst.r_TX_Data\[3\],38.82
_15218_,38.815
genblk11\[2\].SCG_b.total_steps\[21\],38.8
_07606_,38.78
_08356_,38.78
genblk11\[3\].SCG_b.jerk\[4\],38.78
_06822_,38.76
_09857_,38.76
_06764_,38.74
_13415_,38.74
_19488_,38.74
genblk11\[0\].SCG_b.phase_count\[10\],38.73
_11494_,38.72
_20157_,38.72
P_REG_FILE.GPIO_SEL_22\[1\],38.7
_06238_,38.7
_13670_,38.7
_21755_,38.7
genblk9\[2\].UART_b.rxInst.inputSw\[0\],38.7
genblk9\[0\].UART_b.generatorInst.rxCounter\[29\],38.68
genblk11\[1\].SCG_b.cur_speed\[21\],38.66
genblk11\[1\].SCG_b.total_steps\[21\],38.66
_08811_,38.645
_19084_,38.64
_22066_,38.64
genblk11\[1\].SCG_b.total_steps\[8\],38.64
P_REG_FILE.SD_JERK_3\[26\],38.62
_21252_,38.62
_11499_,38.58
_12565_,38.58
_25578_,38.58
_14266_,38.56
_17319_,38.56
_22993_,38.54
genblk11\[2\].SCG_b.cur_speed\[24\],38.54
genblk11\[2\].SCG_b.steps_left\[9\],38.525
_18092_,38.52
genblk9\[2\].UART_b.max_rate_rx_r\[31\],38.52
_18322_,38.5
genblk11\[0\].SCG_b.steps_left\[29\],38.5
P_REG_FILE.uart_rx_done_buf1\[1\],38.48
_06108_,38.48
_13630_,38.48
_18144_,38.48
_21226_,38.48
_23336_,38.48
net141,38.48
_13317_,38.46
genblk7\[1\].TIMER_b.mtime\[34\],38.45
_17381_,38.44
clknet_leaf_212_clk,38.44
P_REG_FILE.SD_JERK_DUR_4\[3\],38.42
_06354_,38.42
_16341_,38.42
_20124_,38.42
_09273_,38.4
_11471_,38.4
genblk9\[2\].UART_b.max_rate_tx_r\[17\],38.36
genblk9\[3\].UART_b.max_rate_rx_r\[9\],38.36
_23720_,38.34
genblk4\[1\].I2C_b.state\[2\],38.34
_20024_,38.32
genblk9\[0\].UART_b.generatorInst.txCounter\[6\],38.31
_08241_,38.28
genblk11\[3\].SCG_b.jerk\[21\],38.28
P_REG_FILE.GPIO_SEL_8\[0\],38.26
_13401_,38.26
_16833_,38.26
_16958_,38.26
_24328_,38.26
_09831_,38.24
genblk9\[3\].UART_b.generatorInst.rxCounter\[13\],38.23
_08255_,38.22
_08362_,38.22
_21280_,38.22
genblk13\[1\].QEM_b.calib_pos\[18\],38.22
_08772_,38.2
_15581_,38.2
genblk11\[3\].SCG_b.total_steps\[15\],38.2
_20234_,38.19
P_REG_FILE.SD_JERK_4\[6\],38.18
genblk11\[2\].SCG_b.cur_speed\[1\],38.18
genblk9\[2\].UART_b.txInst.bitIdx\[1\],38.18
genblk11\[2\].SCG_b.wr_jerk_r1,38.175
_15133_,38.17
_11420_,38.16
genblk13\[0\].QEM_b.count_thresh_reg\[7\],38.16
_27070_,38.14
_17822_,38.12
genblk7\[3\].TIMER_b.mtime\[17\],38.12
genblk9\[1\].UART_b.generatorInst.rxCounter\[16\],38.11
_08132_,38.1
genblk4\[1\].I2C_b.divider_counter\[12\],38.1
genblk6\[1\].PWM_b.pwm_period_div_r\[5\],38.1
genblk11\[0\].SCG_b.wr_c_jerk_dur,38.095
_09833_,38.08
_21127_,38.08
genblk11\[0\].SCG_b.jerk\[28\],38.08
_09903_,38.06
net83,38.06
_26723_,38.04
net134,38.04
_06863_,38.02
_22519_,38.02
_13534_,38.01
genblk11\[2\].SCG_b.cur_speed\[9\],38
_07207_,37.99
_25667_,37.98
_26277_,37.98
genblk11\[1\].SCG_b.steps_left\[23\],37.98
genblk13\[3\].QEM_b.count\[23\],37.98
_23118_,37.975
_16985_,37.97
_08906_,37.96
_11605_,37.96
_21507_,37.96
_23293_,37.96
_06087_,37.94
_07112_,37.94
_08894_,37.94
genblk13\[1\].QEM_b.count\[11\],37.94
genblk4\[0\].I2C_b.clk_div\[15\],37.94
_07689_,37.93
genblk11\[0\].SCG_b.busy,37.925
genblk7\[1\].TIMER_b.mtime\[39\],37.92
_07724_,37.9
genblk9\[0\].UART_b.max_rate_tx_r\[13\],37.9
net1,37.9
_07539_,37.88
_26456_,37.88
genblk9\[2\].UART_b.generatorInst.txCounter\[13\],37.86
net153,37.86
_16203_,37.83
genblk11\[1\].SCG_b.c_jerk_dur\[18\],37.82
_09746_,37.815
genblk7\[2\].TIMER_b.mtimecmp\[30\],37.81
_18534_,37.8
_25763_,37.8
genblk11\[3\].SCG_b.cur_speed\[46\],37.8
genblk11\[3\].SCG_b.total_steps\[18\],37.79
genblk9\[1\].UART_b.max_rate_rx_r\[26\],37.78
_06579_,37.76
_11411_,37.76
_11691_,37.76
_06567_,37.74
_16038_,37.74
genblk13\[2\].QEM_b.calib_pos\[11\],37.74
genblk2\[0\].SPI_b.SPI_Master_Inst.r_spi_mode\[0\],37.74
genblk9\[3\].UART_b.generatorInst.txCounter\[18\],37.74
genblk11\[3\].SCG_b.cur_speed\[9\],37.73
_06316_,37.72
_19894_,37.72
genblk2\[1\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[14\],37.72
_19818_,37.7
genblk9\[3\].UART_b.generatorInst.rxCounter\[0\],37.7
genblk11\[0\].SCG_b.total_steps\[17\],37.68
genblk11\[2\].SCG_b.step_accum\[21\],37.68
genblk11\[2\].SCG_b.total_steps\[1\],37.68
_22545_,37.67
_23180_,37.66
genblk11\[1\].SCG_b.jerk\[29\],37.66
genblk11\[3\].SCG_b.c_jerk_dur\[9\],37.64
genblk11\[3\].SCG_b.c_accel_dur\[8\],37.62
_19170_,37.615
_07046_,37.6
_19716_,37.6
genblk11\[2\].SCG_b.cur_speed\[18\],37.6
genblk9\[1\].UART_b.generatorInst.rxCounter\[26\],37.6
genblk9\[1\].UART_b.generatorInst.txCounter\[2\],37.6
_17956_,37.56
genblk11\[0\].SCG_b.cur_speed\[17\],37.56
net245,37.56
_06783_,37.54
genblk11\[1\].SCG_b.cur_speed\[4\],37.54
genblk13\[3\].QEM_b.count_thresh_reg\[3\],37.54
genblk13\[0\].QEM_b.count_thresh_reg\[13\],37.52
_19058_,37.51
_24294_,37.5
genblk11\[2\].SCG_b.jerk\[9\],37.5
_13511_,37.48
_25189_,37.48
_06506_,37.44
genblk11\[2\].SCG_b.total_steps\[13\],37.44
_13347_,37.43
genblk9\[1\].UART_b.generatorInst.rxCounter\[24\],37.43
P_REG_FILE.SD_JERK_3\[28\],37.4
_06352_,37.4
_27150_,37.4
_20098_,37.39
_07834_,37.38
P_REG_FILE.gpio_intr_buf1\[22\],37.36
_13764_,37.36
_22282_,37.32
genblk7\[2\].TIMER_b.mtime\[55\],37.32
net59,37.32
_17614_,37.315
_20637_,37.3
genblk11\[1\].SCG_b.total_steps\[24\],37.3
genblk2\[1\].SPI_b.SPI_Master_Inst.r_TX_DV,37.3
P_REG_FILE.SD_TOT_STEPS_1\[31\],37.28
_08195_,37.28
genblk9\[2\].UART_b.max_rate_rx_r\[24\],37.28
_14831_,37.27
genblk7\[2\].TIMER_b.mtime\[24\],37.26
genblk9\[0\].UART_b.max_rate_rx_r\[1\],37.26
_26994_,37.25
_10390_,37.24
_21051_,37.24
_24165_,37.24
genblk13\[3\].QEM_b.count\[29\],37.24
_23193_,37.22
_26375_,37.22
genblk11\[2\].SCG_b.phase_count\[13\],37.22
genblk13\[0\].QEM_b.count_thresh_reg\[20\],37.22
_24344_,37.2
genblk13\[3\].QEM_b.count_thresh_reg\[19\],37.2
_17005_,37.185
genblk11\[2\].SCG_b.total_steps\[12\],37.18
_18067_,37.15
_26387_,37.14
genblk11\[0\].SCG_b.c_accel_dur\[22\],37.14
_06926_,37.12
_10271_,37.12
P_REG_FILE.TIM_THRESH_L_3\[24\],37.11
P_REG_FILE.SD_CR_3\[30\],37.1
_25802_,37.1
genblk11\[3\].SCG_b.state\[2\],37.09
P_REG_FILE.I2C_CR_1\[28\],37.08
_14551_,37.08
net4016,37.08
_07026_,37.06
_11500_,37.06
genblk9\[3\].UART_b.generatorInst.txCounter\[13\],37.05
_22384_,37.04
_24321_,37.04
genblk11\[2\].SCG_b.total_steps\[24\],37.04
genblk11\[2\].SCG_b.total_steps\[2\],37.04
_23893_,37.03
_06080_,37.02
_10636_,37.02
_18114_,37.02
genblk11\[2\].SCG_b.c_accel_dur\[11\],37.02
genblk13\[2\].QEM_b.count_thresh_reg\[23\],37.02
genblk2\[0\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[10\],37.02
genblk11\[3\].SCG_b.steps_left\[0\],37.015
P_REG_FILE.SPI_CR_1\[30\],37
_07308_,37
_07719_,37
_17584_,37
_20114_,37
genblk11\[2\].SCG_b.c_accel_dur\[5\],37
genblk7\[0\].TIMER_b.mtime\[1\],37
genblk11\[0\].SCG_b.total_steps\[26\],36.99
genblk11\[0\].SCG_b.total_steps\[21\],36.98
_21130_,36.96
_21217_,36.96
genblk11\[2\].SCG_b.total_steps\[18\],36.96
genblk11\[3\].SCG_b.c_accel_dur\[21\],36.96
genblk11\[3\].SCG_b.jerk\[26\],36.96
genblk13\[1\].QEM_b.count_thresh_reg\[4\],36.96
_08257_,36.94
_11099_,36.94
genblk11\[2\].SCG_b.steps_left\[26\],36.94
genblk11\[2\].SCG_b.swstop_i,36.94
genblk11\[3\].SCG_b.steps_left\[12\],36.94
_12065_,36.92
_26384_,36.92
_26980_,36.92
genblk11\[0\].SCG_b.jerk\[9\],36.92
genblk11\[2\].SCG_b.total_steps\[20\],36.92
_11622_,36.905
_15945_,36.9
_21294_,36.89
_06065_,36.88
_15551_,36.875
genblk11\[1\].SCG_b.jerk\[3\],36.86
genblk11\[2\].SCG_b.phase_count\[23\],36.86
genblk11\[3\].SCG_b.op_clk.div_cnt\[0\],36.86
genblk11\[3\].SCG_b.total_steps\[21\],36.86
genblk11\[3\].SCG_b.cur_speed\[19\],36.82
genblk7\[3\].TIMER_b.mtime\[63\],36.82
genblk9\[2\].UART_b.generatorInst.rxCounter\[17\],36.82
genblk11\[2\].SCG_b.step_timer_nonzero,36.805
genblk11\[0\].SCG_b.steps_left\[23\],36.8
genblk13\[2\].QEM_b.count_thresh_reg\[22\],36.8
_11782_,36.78
genblk9\[1\].UART_b.max_rate_tx_r\[20\],36.78
genblk13\[0\].QEM_b.count_thresh_reg\[28\],36.76
genblk13\[2\].QEM_b.thresh_wr,36.76
P_REG_FILE.I2C_CR_1\[1\],36.74
_11712_,36.74
_18595_,36.73
_11821_,36.72
P_REG_FILE.SD_CR_1\[19\],36.68
_22278_,36.68
genblk11\[0\].SCG_b.total_steps\[12\],36.68
_08806_,36.66
_22318_,36.66
_25146_,36.65
genblk11\[2\].SCG_b.jerk\[24\],36.65
_23397_,36.64
genblk7\[1\].TIMER_b.mtimecmp\[26\],36.64
genblk9\[3\].UART_b.max_rate_tx_r\[24\],36.64
genblk9\[3\].UART_b.max_rate_rx_r\[5\],36.62
_09801_,36.615
_20215_,36.61
P_REG_FILE.SD_JERK_3\[27\],36.6
_24282_,36.6
_15752_,36.56
_23595_,36.56
_06499_,36.555
_15438_,36.545
_16663_,36.545
genblk2\[0\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[15\],36.53
_06070_,36.52
_17874_,36.52
_09406_,36.5
genblk9\[3\].UART_b.generatorInst.txCounter\[19\],36.5
net156,36.5
_17981_,36.49
_22304_,36.49
genblk11\[0\].SCG_b.op_clk.div_cnt\[7\],36.48
genblk9\[0\].UART_b.wr_max_rate_tx,36.48
clknet_leaf_341_clk,36.48
genblk11\[0\].SCG_b.cur_speed\[4\],36.46
genblk9\[2\].UART_b.generatorInst.txCounter\[15\],36.46
_08179_,36.44
_21271_,36.44
genblk7\[3\].TIMER_b.mtime\[51\],36.44
_22310_,36.42
genblk11\[1\].SCG_b.steps_left\[26\],36.42
genblk4\[1\].I2C_b.divider_counter\[3\],36.42
_06419_,36.4
genblk11\[1\].SCG_b.cur_speed\[6\],36.4
genblk11\[2\].SCG_b.cur_speed\[3\],36.4
genblk7\[2\].TIMER_b.mtime\[63\],36.4
_06109_,36.38
_10002_,36.38
_17187_,36.38
_21031_,36.37
_26561_,36.37
genblk11\[1\].SCG_b.phase_count\[16\],36.36
genblk11\[2\].SCG_b.c_accel_dur\[1\],36.36
genblk9\[0\].UART_b.max_rate_rx_r\[2\],36.36
genblk9\[0\].UART_b.max_rate_tx_r\[30\],36.36
_08785_,36.34
_18352_,36.34
_26110_,36.34
genblk11\[0\].SCG_b.c_accel_dur\[0\],36.34
genblk6\[1\].PWM_b.cd1.out\[19\],36.33
_13119_,36.32
_21862_,36.32
genblk11\[1\].SCG_b.wr_jerk,36.32
genblk11\[3\].SCG_b.c_jerk_dur\[8\],36.32
genblk7\[0\].TIMER_b.mtimecmp\[30\],36.31
genblk11\[1\].SCG_b.jerk\[4\],36.305
genblk11\[1\].SCG_b.total_steps\[3\],36.3
genblk11\[3\].SCG_b.total_steps\[24\],36.3
genblk13\[2\].QEM_b.count_thresh_reg\[2\],36.295
genblk7\[1\].TIMER_b.mtime\[15\],36.29
_07710_,36.28
_11754_,36.28
_12074_,36.28
_26725_,36.28
genblk11\[3\].SCG_b.steps_left\[7\],36.28
_11686_,36.26
_20067_,36.26
_24377_,36.24
genblk7\[0\].TIMER_b.mtime\[8\],36.24
genblk9\[2\].UART_b.max_rate_rx_r\[26\],36.24
_12026_,36.22
_24034_,36.22
genblk7\[2\].TIMER_b.mtime\[57\],36.22
_08885_,36.2
genblk11\[2\].SCG_b.cur_speed\[13\],36.2
genblk9\[3\].UART_b.max_rate_rx_r\[8\],36.2
P_REG_FILE.UART_RX_RATE_DIV_2\[30\],36.16
_00025_,36.145
P_REG_FILE.TIM_THRESH_H_4\[31\],36.14
_24172_,36.14
genblk9\[1\].UART_b.generatorInst.rxCounter\[0\],36.14
_24070_,36.13
genblk11\[0\].SCG_b.cur_speed\[13\],36.12
genblk9\[2\].UART_b.max_rate_tx_r\[3\],36.12
_23937_,36.115
_06151_,36.1
_07165_,36.1
genblk11\[0\].SCG_b.c_accel_dur\[8\],36.1
genblk13\[1\].QEM_b.count\[26\],36.1
genblk6\[3\].PWM_b.cd1.out\[10\],36.1
_20027_,36.08
_23576_,36.08
_24452_,36.08
_23985_,36.065
genblk11\[3\].SCG_b.c_jerk_dur\[21\],36.06
genblk6\[1\].PWM_b.pg1.seq_cntr\[7\],36.06
P_REG_FILE.GPIO_SEL_17\[1\],36.04
_11137_,36.04
_19092_,36.04
_24255_,36.04
genblk6\[0\].PWM_b.pg1.seq_cntr\[3\],36.04
_17169_,36.02
genblk11\[1\].SCG_b.jerk\[1\],36.02
_13110_,36.005
_06795_,36
_08108_,36
_20238_,36
genblk13\[0\].QEM_b.calib_state\[0\],36
genblk7\[1\].TIMER_b.mtimecmp\[51\],36
_06481_,35.985
P_REG_FILE.I2C_CR_1\[0\],35.98
_07650_,35.98
_11462_,35.98
genblk7\[2\].TIMER_b.mtime\[53\],35.98
_08433_,35.96
_14454_,35.955
P_REG_FILE.SD_ACCEL_DUR_3\[5\],35.94
_17092_,35.94
genblk7\[1\].TIMER_b.mtime\[3\],35.94
genblk2\[0\].SPI_b.SPI_Master_Inst.r_RX_Bit_Count\[1\],35.93
_21259_,35.92
genblk11\[0\].SCG_b.total_steps\[25\],35.92
net46,35.92
_14599_,35.905
_10930_,35.9
_11737_,35.9
_16189_,35.86
_25693_,35.86
genblk11\[3\].SCG_b.total_steps\[10\],35.86
genblk13\[3\].QEM_b.thresh_reached,35.86
_23093_,35.85
_06056_,35.84
_23838_,35.84
genblk11\[2\].SCG_b.c_accel_dur\[9\],35.84
genblk2\[1\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[0\],35.82
genblk9\[2\].UART_b.tx,35.82
_12217_,35.8
genblk9\[1\].UART_b.generatorInst.rxCounter\[20\],35.8
genblk9\[1\].UART_b.max_rate_rx_r\[1\],35.79
_15162_,35.78
_24122_,35.78
genblk11\[0\].SCG_b.steps_left\[20\],35.78
genblk9\[3\].UART_b.generatorInst.txCounter\[10\],35.78
genblk7\[0\].TIMER_b.mtime\[53\],35.77
_22432_,35.76
genblk11\[0\].SCG_b.cur_speed\[19\],35.76
genblk11\[0\].SCG_b.total_steps\[18\],35.76
genblk11\[3\].SCG_b.c_accel_dur\[7\],35.76
genblk11\[3\].SCG_b.cur_accel\[26\],35.76
genblk11\[3\].SCG_b.total_steps\[13\],35.76
genblk13\[1\].QEM_b.count_thresh_reg\[21\],35.76
genblk9\[2\].UART_b.rxEn_r,35.76
_06876_,35.75
_13875_,35.74
genblk11\[2\].SCG_b.cur_speed\[4\],35.74
genblk7\[0\].TIMER_b.mtimecmp\[38\],35.74
_14777_,35.735
_18956_,35.72
genblk11\[0\].SCG_b.c_jerk_dur\[3\],35.72
genblk7\[1\].TIMER_b.mtime\[36\],35.72
genblk11\[1\].SCG_b.cur_speed\[23\],35.705
_13578_,35.7
genblk11\[1\].SCG_b.jerk\[30\],35.7
_11439_,35.695
_06544_,35.68
_13156_,35.68
_25952_,35.68
net199,35.68
P_REG_FILE.SD_JERK_1\[27\],35.66
_23721_,35.66
genblk9\[0\].UART_b.generatorInst.txCounter\[23\],35.66
_08540_,35.64
_25612_,35.64
net128,35.64
_08244_,35.62
_23607_,35.62
genblk11\[1\].SCG_b.estop,35.62
_09152_,35.6
_19046_,35.6
_20466_,35.6
genblk11\[1\].SCG_b.start_i,35.6
_19099_,35.58
_18111_,35.57
_18458_,35.56
_20185_,35.56
genblk11\[3\].SCG_b.cur_speed\[1\],35.56
genblk11\[0\].SCG_b.wr_jerk,35.545
P_REG_FILE.TIM_THRESH_L_3\[25\],35.54
genblk2\[1\].SPI_b.r_SPI_CS_en\[2\],35.54
genblk9\[0\].UART_b.max_rate_tx_r\[3\],35.54
genblk9\[1\].UART_b.generatorInst.rxCounter\[3\],35.53
_19811_,35.525
P_REG_FILE.GPIO_SEL_19\[0\],35.52
_18520_,35.52
_24169_,35.52
genblk11\[0\].SCG_b.total_steps\[3\],35.52
net256,35.52
_07743_,35.5
_08851_,35.48
_13104_,35.48
_26145_,35.48
genblk7\[3\].TIMER_b.mtime\[38\],35.48
genblk11\[0\].SCG_b.steps_left\[28\],35.46
genblk2\[0\].SPI_b.SPI_Master_Inst.r_RX_Bit_Count\[2\],35.46
P_REG_FILE.TIM_THRESH_L_3\[9\],35.44
_06144_,35.44
_11593_,35.44
_12211_,35.44
genblk13\[1\].QEM_b.count_thresh_reg\[24\],35.44
_06859_,35.43
genblk11\[1\].SCG_b.cur_speed\[11\],35.425
genblk6\[1\].PWM_b.pg1.seq_cntr\[0\],35.42
genblk9\[0\].UART_b.rx,35.42
genblk9\[2\].UART_b.max_rate_tx_r\[11\],35.42
_21027_,35.4
