net,length_um
_24763_,28.425
_06183_,28.42
_06583_,28.42
_11541_,28.42
P_REG_FILE.GPIO_SEL_19\[0\],28.4
P_REG_FILE.TIM_THRESH_H_4\[3\],28.4
P_REG_FILE.UART_RX_RATE_DIV_1\[30\],28.4
_15933_,28.4
_17312_,28.4
genblk2\[1\].SPI_b.SPI_Master_Inst.r_RX_Bit_Count\[1\],28.4
genblk11\[0\].SCG_b.clk_div\[2\],28.39
_09188_,28.38
_24324_,28.38
genblk9\[0\].UART_b.max_rate_tx_r\[8\],28.38
P_REG_FILE.SD_CR_4\[26\],28.36
P_REG_FILE.SD_JERK_2\[4\],28.36
_11551_,28.36
_21241_,28.36
genblk9\[2\].UART_b.generatorInst.txCounter\[18\],28.36
_24298_,28.35
_13872_,28.34
_25381_,28.34
genblk2\[0\].SPI_b.SPI_Master_Inst.r_TX_Data\[12\],28.34
_13341_,28.32
_19340_,28.32
_21223_,28.32
_15580_,28.3
genblk9\[2\].UART_b.generatorInst.rxCounter\[23\],28.3
_07011_,28.28
_17038_,28.28
_22081_,28.28
_26777_,28.26
genblk11\[0\].SCG_b.steps_left\[14\],28.26
genblk11\[0\].SCG_b.swstop,28.26
P_REG_FILE.TIM_THRESH_H_3\[13\],28.24
_08148_,28.24
_12492_,28.24
_18610_,28.24
genblk7\[1\].TIMER_b.mtimecmp\[42\],28.24
genblk9\[0\].UART_b.generatorInst.rxCounter\[1\],28.24
genblk9\[1\].UART_b.max_rate_rx_r\[12\],28.24
_06828_,28.22
_17336_,28.22
_17576_,28.22
_22209_,28.22
genblk9\[0\].UART_b.generatorInst.rxCounter\[5\],28.22
net131,28.22
P_REG_FILE.TIM_THRESH_L_3\[15\],28.2
_08381_,28.2
_15722_,28.2
genblk13\[3\].QEM_b.count\[30\],28.2
_06049_,28.18
_14936_,28.18
_19420_,28.18
_23973_,28.18
genblk13\[1\].QEM_b.latched_count\[10\],28.18
genblk6\[3\].PWM_b.pg1.seq_cntr\[7\],28.18
P_REG_FILE.QEM_I_CNT_1\[30\],28.16
_11486_,28.16
genblk11\[2\].SCG_b.jerk\[10\],28.16
genblk13\[1\].QEM_b.count_thresh_reg\[0\],28.16
genblk9\[0\].UART_b.rxInst.clockCount\[2\],28.16
genblk6\[3\].PWM_b.cd1.out\[17\],28.145
P_REG_FILE.TIM_THRESH_L_4\[6\],28.14
_07263_,28.14
_19298_,28.14
P_REG_FILE.TIM_THRESH_H_4\[31\],28.12
_23331_,28.12
_23791_,28.12
genblk2\[1\].SPI_b.SPI_Master_Inst.r_RX_Bit_Count\[3\],28.12
_06972_,28.1
_17344_,28.1
genblk11\[2\].SCG_b.steps_left\[21\],28.1
genblk9\[3\].UART_b.max_rate_rx_r\[30\],28.1
genblk9\[3\].UART_b.rxInst.clockCount\[1\],28.1
_06670_,28.08
_18124_,28.08
genblk6\[3\].PWM_b.cd1.out\[0\],28.08
_17361_,28.06
_19086_,28.06
_19397_,28.06
_24144_,28.06
_06018_,28.04
_11759_,28.04
_23313_,28.04
_23926_,28.04
_24341_,28.04
genblk11\[0\].SCG_b.jerk\[26\],28.02
net178,28.02
_08737_,28.015
_19819_,28.01
_06237_,28
_06472_,28
_09254_,28
_17433_,28
_18687_,28
_21141_,28
_06082_,27.98
_09516_,27.98
_21628_,27.98
_25649_,27.98
genblk11\[2\].SCG_b.c_accel_dur\[31\],27.98
genblk11\[2\].SCG_b.jerk\[30\],27.98
genblk7\[0\].TIMER_b.mtime\[6\],27.98
P_REG_FILE.SD_ACCEL_DUR_3\[1\],27.97
_11681_,27.97
_07191_,27.96
genblk9\[3\].UART_b.rxInst.state\[1\],27.96
clknet_leaf_195_clk,27.96
_19042_,27.945
P_REG_FILE.TIM_THRESH_H_4\[18\],27.94
_08368_,27.94
_19589_,27.94
genblk11\[0\].SCG_b.op_clk.div_cnt\[1\],27.94
genblk11\[3\].SCG_b.total_steps\[12\],27.94
genblk6\[1\].PWM_b.pwm_period_div_r\[2\],27.94
genblk11\[0\].SCG_b.wr_jerk_r1,27.935
P_REG_FILE.TIM_THRESH_L_4\[21\],27.92
_07157_,27.92
genblk4\[1\].I2C_b.saved_device_addr\[1\],27.91
_07777_,27.9
_23927_,27.9
genblk11\[2\].SCG_b.jerk\[3\],27.9
genblk11\[3\].SCG_b.cur_speed\[13\],27.9
genblk2\[0\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[9\],27.9
genblk4\[0\].I2C_b.state\[0\],27.9
P_REG_FILE.QEM_THRESH_3\[4\],27.88
_11594_,27.88
_24163_,27.88
genblk11\[2\].SCG_b.steps_left\[20\],27.88
genblk6\[0\].PWM_b.cd1.out\[1\],27.875
P_REG_FILE.SD_ACCEL_DUR_2\[6\],27.86
_06504_,27.86
_19174_,27.86
genblk11\[1\].SCG_b.cur_speed\[1\],27.86
genblk9\[3\].UART_b.max_rate_rx_r\[7\],27.86
genblk7\[2\].TIMER_b.mtime\[32\],27.845
_15842_,27.84
P_REG_FILE.TIM_THRESH_H_3\[17\],27.82
_10895_,27.82
_11544_,27.8
_17440_,27.8
_25785_,27.8
genblk7\[2\].TIMER_b.mtimecmp\[12\],27.8
genblk9\[1\].UART_b.max_rate_rx_r\[20\],27.8
_08727_,27.795
genblk4\[0\].I2C_b.clk_div\[14\],27.78
genblk9\[2\].UART_b.generatorInst.txCounter\[1\],27.78
_16055_,27.76
_21797_,27.76
_27007_,27.76
genblk13\[1\].QEM_b.count_thresh_reg\[20\],27.76
genblk9\[1\].UART_b.generatorInst.txCounter\[21\],27.76
genblk9\[2\].UART_b.txInst.state\[0\],27.76
P_REG_FILE.SD_JERK_2\[1\],27.74
_07708_,27.74
_24248_,27.74
_27015_,27.74
genblk4\[1\].I2C_b.clk_div\[7\],27.74
_14315_,27.72
_17633_,27.72
genblk13\[1\].QEM_b.count_thresh_reg\[2\],27.72
_06341_,27.705
P_REG_FILE.QEM_THRESH_2\[5\],27.7
_20102_,27.7
_21745_,27.7
_23281_,27.7
genblk11\[2\].SCG_b.cur_speed\[2\],27.7
genblk11\[3\].SCG_b.step_timer\[0\],27.7
_06199_,27.68
_08872_,27.68
_13184_,27.68
_18051_,27.68
_07222_,27.67
P_REG_FILE.QEM_THRESH_2\[26\],27.66
P_REG_FILE.SD_TOT_STEPS_2\[0\],27.66
_07440_,27.66
_17266_,27.66
_18262_,27.66
genblk11\[3\].SCG_b.steps_left\[2\],27.66
genblk13\[1\].QEM_b.count_thresh_reg\[25\],27.66
P_REG_FILE.SPI_TX_DATA_1\[12\],27.65
_06391_,27.64
_07151_,27.64
_19091_,27.64
genblk4\[0\].I2C_b.clk_div\[0\],27.64
_07695_,27.635
_09135_,27.62
_19054_,27.62
_23169_,27.62
_24501_,27.62
genblk11\[0\].SCG_b.phase_count\[29\],27.62
genblk9\[0\].UART_b.txInst.bitIdx\[2\],27.62
_21656_,27.6
genblk11\[0\].SCG_b.jerk\[19\],27.6
genblk13\[3\].QEM_b.count\[27\],27.6
genblk9\[1\].UART_b.rxInst.clockCount\[3\],27.6
pin_mux.PIN_5.INTR,27.6
_09508_,27.58
_11202_,27.58
_15347_,27.58
_21502_,27.58
_21721_,27.58
_22913_,27.58
P_REG_FILE.SD_JERK_DUR_3\[31\],27.56
genblk11\[0\].SCG_b.jerk\[6\],27.56
net23,27.56
net24,27.56
_24141_,27.545
_07283_,27.54
_08750_,27.54
_13792_,27.54
_19134_,27.54
_21281_,27.54
_21866_,27.54
_24654_,27.54
_26114_,27.52
net150,27.52
net231,27.52
_23096_,27.51
_06490_,27.5
_10775_,27.5
_13383_,27.5
_17056_,27.5
_17808_,27.5
_20081_,27.5
_21349_,27.5
_25754_,27.5
genblk11\[3\].SCG_b.total_steps\[5\],27.5
_05947_,27.49
P_REG_FILE.TIM_THRESH_H_4\[30\],27.48
P_REG_FILE.TIM_THRESH_L_4\[13\],27.48
_16173_,27.48
_18161_,27.48
genblk11\[0\].SCG_b.c_jerk_dur\[5\],27.48
genblk11\[0\].SCG_b.steps_left\[21\],27.48
genblk13\[1\].QEM_b.count_thresh_reg\[23\],27.48
genblk7\[2\].TIMER_b.mtimecmp\[32\],27.48
_09562_,27.46
genblk2\[0\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[13\],27.46
genblk2\[1\].SPI_b.SPI_Master_Inst.r1_wr_data,27.46
genblk6\[0\].PWM_b.cd1.out\[24\],27.46
genblk9\[2\].UART_b.generatorInst.rxCounter\[22\],27.46
genblk9\[2\].UART_b.max_rate_rx_r\[5\],27.45
genblk6\[1\].PWM_b.cd1.out\[21\],27.445
P_REG_FILE.QEM_THRESH_4\[22\],27.44
_09442_,27.44
_18175_,27.44
_26921_,27.44
_27267_,27.44
genblk11\[3\].SCG_b.jerk\[3\],27.44
genblk9\[1\].UART_b.data\[7\],27.44
genblk6\[1\].PWM_b.cd1.out\[15\],27.43
_07418_,27.42
_22175_,27.42
genblk13\[3\].QEM_b.calib_pos\[22\],27.42
_15765_,27.405
_17982_,27.4
_23251_,27.4
_07652_,27.39
_19587_,27.39
P_REG_FILE.SD_TOT_STEPS_3\[25\],27.38
_17427_,27.38
_19957_,27.38
genblk11\[0\].SCG_b.jerk\[22\],27.38
genblk11\[2\].SCG_b.op_clk.div_cnt\[10\],27.38
genblk9\[1\].UART_b.max_rate_tx_r\[11\],27.38
P_REG_FILE.TIM_THRESH_L_4\[3\],27.375
_23185_,27.375
P_REG_FILE.SD_JERK_3\[15\],27.36
_07248_,27.36
_09024_,27.36
_20197_,27.36
genblk9\[0\].UART_b.max_rate_rx_r\[13\],27.36
genblk9\[2\].UART_b.max_rate_tx_r\[6\],27.36
_09324_,27.35
_13389_,27.35
P_REG_FILE.QEM_I_CNT_2\[5\],27.34
P_REG_FILE.SD_JERK_DUR_4\[13\],27.34
genblk11\[0\].SCG_b.steps_left\[17\],27.34
P_REG_FILE.SD_CR_1\[26\],27.32
P_REG_FILE.SD_CR_4\[25\],27.32
_07022_,27.32
genblk6\[2\].PWM_b.mod_setpoint_r\[2\],27.32
_24348_,27.31
P_REG_FILE.GPIO_SEL_14\[1\],27.3
_07264_,27.3
_09352_,27.3
_24312_,27.3
P_REG_FILE.PWM_PERIOD_DIV_4\[0\],27.28
P_REG_FILE.TIM_THRESH_H_2\[4\],27.28
P_REG_FILE.UART_RX_RATE_DIV_2\[0\],27.28
_22292_,27.28
genblk9\[3\].UART_b.generatorInst.rxCounter\[4\],27.28
genblk9\[3\].UART_b.txInst.data\[3\],27.28
_08238_,27.27
_13606_,27.26
_20538_,27.26
_23633_,27.26
genblk9\[1\].UART_b.rxInst.inputSw\[0\],27.26
genblk9\[3\].UART_b.generatorInst.txCounter\[7\],27.26
_17392_,27.25
genblk11\[2\].SCG_b.op_clk.div_cnt\[12\],27.24
P_REG_FILE.TIM_THRESH_L_2\[5\],27.22
_23321_,27.22
genblk11\[3\].SCG_b.cur_speed\[12\],27.22
genblk11\[3\].SCG_b.total_steps\[3\],27.22
_13745_,27.2
genblk6\[0\].PWM_b.pg1.seq_cntr\[7\],27.2
_19800_,27.195
_16429_,27.185
_13763_,27.18
_21158_,27.18
_26097_,27.18
genblk11\[1\].SCG_b.steps_left\[28\],27.18
_21886_,27.16
_22918_,27.16
_15374_,27.15
genblk11\[2\].SCG_b.c_accel_dur\[11\],27.15
_10347_,27.14
_13500_,27.14
_13906_,27.14
_15877_,27.14
genblk13\[3\].QEM_b.calib_pos\[30\],27.14
_08784_,27.135
_14874_,27.13
_14656_,27.12
_15441_,27.12
_16182_,27.12
_19828_,27.12
genblk11\[1\].SCG_b.op_clk.div_cnt\[10\],27.12
genblk13\[0\].QEM_b.count_thresh_reg\[0\],27.12
genblk13\[0\].QEM_b.latched_count\[25\],27.12
genblk9\[1\].UART_b.generatorInst.txCounter\[5\],27.115
P_REG_FILE.TIM_THRESH_L_4\[23\],27.1
_07197_,27.1
_11603_,27.1
_11945_,27.1
_20223_,27.1
_20617_,27.1
genblk11\[1\].SCG_b.steps_left\[1\],27.1
P_REG_FILE.SD_JERK_DUR_1\[20\],27.08
genblk6\[1\].PWM_b.pg1.seq_cntr\[3\],27.08
_15170_,27.075
genblk9\[0\].UART_b.generatorInst.rxCounter\[18\],27.07
_15138_,27.065
P_REG_FILE.GPIO_SEL_9\[0\],27.06
_09337_,27.06
_15787_,27.06
_16677_,27.06
_19745_,27.06
genblk13\[3\].QEM_b.count_thresh_reg\[22\],27.06
genblk2\[1\].SPI_b.SPI_Master_Inst.r_RX_Bit_Count\[0\],27.06
P_REG_FILE.TIM_THRESH_L_4\[26\],27.04
_15802_,27.04
_25923_,27.04
_26171_,27.04
genblk11\[0\].SCG_b.cur_speed\[9\],27.04
P_REG_FILE.SD_JERK_2\[29\],27.02
P_REG_FILE.SPI_CR_1\[17\],27.02
_19540_,27.02
_20146_,27.02
genblk9\[0\].UART_b.max_rate_tx_r\[2\],27.02
genblk9\[1\].UART_b.max_rate_rx_r\[21\],27.02
P_REG_FILE.PWM_MOD_SETPOINT_4\[1\],27
P_REG_FILE.SD_CR_3\[22\],27
P_REG_FILE.TIM_THRESH_L_4\[4\],27
genblk13\[2\].QEM_b.count_thresh_reg\[20\],27
genblk4\[0\].I2C_b.clk_div\[6\],27
genblk6\[2\].PWM_b.pg1.seq_cntr\[1\],27
genblk4\[1\].I2C_b.r1_wr_dev_addr,26.985
P_REG_FILE.SD_ACCEL_DUR_4\[20\],26.98
P_REG_FILE.SD_JERK_2\[5\],26.98
genblk11\[2\].SCG_b.c_accel_dur\[12\],26.98
genblk13\[2\].QEM_b.count_thresh_reg\[4\],26.98
genblk7\[1\].TIMER_b.mtimecmp\[15\],26.98
genblk11\[3\].SD_P.state\[1\],26.965
_15034_,26.96
genblk11\[1\].SCG_b.steps_left\[21\],26.96
genblk11\[2\].SCG_b.steps_left\[5\],26.96
genblk11\[3\].SCG_b.clk_div\[14\],26.96
P_REG_FILE.SD_JERK_4\[15\],26.94
genblk9\[0\].UART_b.max_rate_rx_r\[6\],26.94
_19600_,26.92
_25187_,26.92
P_REG_FILE.UART_TX_RATE_DIV_1\[20\],26.9
_15796_,26.9
_21345_,26.9
genblk11\[2\].SCG_b.steps_left\[11\],26.9
genblk9\[2\].UART_b.max_rate_rx_r\[8\],26.9
genblk9\[2\].UART_b.max_rate_tx_r\[3\],26.9
genblk4\[0\].I2C_b.divider_counter\[11\],26.88
genblk7\[3\].TIMER_b.mtime\[52\],26.88
_19100_,26.875
P_REG_FILE.GPIO_MOD_17\[1\],26.86
P_REG_FILE.SD_JERK_1\[29\],26.86
P_REG_FILE.SD_JERK_DUR_2\[24\],26.86
_07032_,26.86
_13778_,26.86
_16951_,26.86
_18176_,26.86
genblk13\[3\].QEM_b.calib_pos\[21\],26.86
genblk7\[3\].TIMER_b.mtime\[47\],26.86
genblk9\[2\].UART_b.generatorInst.txCounter\[3\],26.86
genblk9\[3\].UART_b.max_rate_rx_r\[3\],26.86
_22355_,26.85
genblk13\[1\].QEM_b.count_thresh_reg\[10\],26.85
P_REG_FILE.SD_CR_4\[24\],26.84
_17648_,26.84
_19057_,26.84
_23166_,26.84
genblk2\[0\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[10\],26.84
genblk4\[0\].I2C_b.saved_device_addr\[0\],26.84
genblk9\[3\].UART_b.generatorInst.txCounter\[22\],26.84
P_REG_FILE.TIM_THRESH_L_4\[9\],26.82
_06550_,26.82
_14219_,26.82
_21051_,26.82
_22293_,26.82
genblk11\[2\].SCG_b.swstop_i,26.82
genblk9\[0\].UART_b.max_rate_rx_r\[4\],26.82
_09570_,26.8
_25159_,26.8
genblk2\[1\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[15\],26.8
genblk9\[2\].UART_b.max_rate_rx_r\[9\],26.8
_12849_,26.78
_18055_,26.78
_21067_,26.78
genblk11\[0\].SCG_b.steps_left\[19\],26.78
_17685_,26.77
P_REG_FILE.UART_TX_RATE_DIV_1\[4\],26.76
genblk11\[3\].SCG_b.op_clk.div_cnt\[2\],26.755
P_REG_FILE.SD_ACCEL_DUR_3\[26\],26.74
_14324_,26.74
_23465_,26.74
_24367_,26.74
genblk4\[1\].I2C_b.clk_div\[8\],26.74
P_REG_FILE.GPIO_SEL_11\[1\],26.72
P_REG_FILE.TIM_THRESH_H_1\[7\],26.72
_07501_,26.72
_13822_,26.72
_16236_,26.72
_26805_,26.72
genblk11\[1\].SCG_b.steps_left\[22\],26.72
genblk6\[1\].PWM_b.cd1.out\[18\],26.72
genblk7\[2\].TIMER_b.mtimecmp\[15\],26.72
P_REG_FILE.SPI_CR_2\[23\],26.7
_14278_,26.7
_16993_,26.7
_19526_,26.7
_22152_,26.7
genblk11\[3\].SCG_b.step_timer\[3\],26.7
P_REG_FILE.GPIO_SEL_11\[0\],26.68
_06770_,26.68
_08868_,26.68
_19089_,26.68
_21275_,26.68
genblk11\[2\].SCG_b.step_accum\[0\],26.68
genblk11\[3\].SCG_b.op_clk.div_cnt\[9\],26.68
genblk9\[0\].UART_b.generatorInst.txCounter\[3\],26.68
genblk9\[1\].UART_b.max_rate_rx_r\[19\],26.68
_08145_,26.67
_09624_,26.67
_24319_,26.66
genblk6\[1\].PWM_b.cd1.out\[10\],26.66
P_REG_FILE.GPIO_SEL_2\[0\],26.64
_13829_,26.64
genblk13\[0\].QEM_b.latched_count\[28\],26.63
_06110_,26.62
_06947_,26.62
_07315_,26.62
genblk11\[2\].SCG_b.op_clk.div_cnt\[1\],26.62
_16432_,26.61
_08265_,26.6
_09358_,26.6
_14213_,26.6
_23177_,26.6
genblk11\[0\].SCG_b.jerk\[4\],26.6
genblk4\[1\].I2C_b.saved_mosi_data\[5\],26.6
P_REG_FILE.GPIO_SEL_17\[0\],26.58
P_REG_FILE.QEM_I_CNT_2\[16\],26.58
P_REG_FILE.SD_CR_1\[23\],26.58
_06551_,26.58
_06987_,26.58
_22188_,26.58
_23764_,26.58
genblk11\[2\].SCG_b.c_jerk_dur\[12\],26.58
genblk2\[1\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[7\],26.58
_19639_,26.56
genblk9\[0\].UART_b.max_rate_tx_r\[15\],26.56
P_REG_FILE.TIM_THRESH_H_4\[15\],26.54
_14000_,26.54
_21682_,26.54
_13543_,26.53
genblk6\[2\].PWM_b.pg1.seq_cntr\[4\],26.53
P_REG_FILE.SD_TOT_STEPS_2\[27\],26.52
P_REG_FILE.TIM_THRESH_H_1\[8\],26.52
_07587_,26.52
_11657_,26.52
_18773_,26.52
_19502_,26.52
_25778_,26.52
genblk11\[1\].SCG_b.steps_left\[25\],26.52
genblk9\[3\].UART_b.generatorInst.rxCounter\[26\],26.52
_06774_,26.5
_15856_,26.5
genblk13\[1\].QEM_b.calib_pos\[24\],26.5
genblk6\[1\].PWM_b.cd1.out\[7\],26.5
P_REG_FILE.UART_RX_RATE_DIV_2\[8\],26.48
_17219_,26.48
_18602_,26.48
genblk9\[0\].UART_b.generatorInst.txCounter\[7\],26.48
genblk13\[1\].QEM_b.calib_pos\[10\],26.475
P_REG_FILE.PWM_PERIOD_DIV_4\[1\],26.46
P_REG_FILE.TIM_THRESH_H_4\[8\],26.46
P_REG_FILE.UART_RX_RATE_DIV_2\[28\],26.46
_18044_,26.46
_19143_,26.46
genblk13\[2\].QEM_b.count_thresh_reg\[5\],26.46
genblk7\[1\].TIMER_b.en,26.46
_09845_,26.445
P_REG_FILE.SPI_CR_1\[22\],26.44
_07776_,26.44
_08651_,26.44
_15294_,26.44
_21114_,26.44
genblk4\[0\].I2C_b.saved_mosi_data\[2\],26.44
genblk13\[1\].QEM_b.calib_pos\[2\],26.42
genblk9\[1\].UART_b.generatorInst.txCounter\[26\],26.42
genblk9\[2\].UART_b.generatorInst.txCounter\[6\],26.42
genblk11\[2\].SCG_b.cur_speed\[23\],26.41
P_REG_FILE.QEM_THRESH_2\[21\],26.4
P_REG_FILE.SD_ACCEL_DUR_2\[29\],26.4
_06298_,26.4
_07641_,26.4
_08643_,26.4
_14415_,26.4
genblk6\[3\].PWM_b.cd1.out\[19\],26.4
genblk9\[0\].UART_b.max_rate_rx_r\[11\],26.4
genblk9\[3\].UART_b.max_rate_rx_r\[15\],26.4
genblk4\[0\].I2C_b.divider_counter\[8\],26.39
_09522_,26.38
genblk6\[2\].PWM_b.cd1.out\[1\],26.38
net66,26.38
clknet_leaf_126_clk,26.38
P_REG_FILE.SD_CR_1\[31\],26.37
_08574_,26.37
genblk6\[0\].PWM_b.cd1.out\[12\],26.37
_06734_,26.365
P_REG_FILE.TIM_THRESH_L_4\[7\],26.34
_06376_,26.34
_08340_,26.34
_16198_,26.34
_17022_,26.34
_21092_,26.34
_18074_,26.33
genblk2\[0\].SPI_b.SPI_Master_Inst.r_TX_Bit_Count\[3\],26.325
P_REG_FILE.SD_CR_3\[18\],26.32
_09835_,26.32
_16966_,26.32
_17130_,26.32
_21375_,26.32
genblk11\[0\].SCG_b.steps_left\[30\],26.32
_20411_,26.31
_14260_,26.3
_16041_,26.3
_26391_,26.3
_23915_,26.285
_14570_,26.28
_17444_,26.28
genblk11\[2\].SCG_b.cur_speed\[11\],26.28
genblk9\[2\].UART_b.max_rate_rx_r\[3\],26.28
_06452_,26.27
genblk13\[1\].QEM_b.latched_count\[18\],26.27
_06241_,26.26
_09309_,26.26
_11400_,26.26
_13403_,26.26
_19455_,26.26
_19571_,26.26
genblk11\[0\].SCG_b.steps_left\[25\],26.26
_15561_,26.255
_09248_,26.25
_14871_,26.25
P_REG_FILE.I2C_CR_2\[21\],26.24
P_REG_FILE.TIM_THRESH_L_2\[6\],26.24
_07460_,26.24
_08072_,26.24
_17598_,26.24
_24773_,26.24
_09318_,26.23
_14410_,26.23
P_REG_FILE.TIM_THRESH_H_2\[10\],26.22
P_REG_FILE.TIM_THRESH_L_4\[30\],26.22
_20404_,26.22
genblk9\[2\].UART_b.max_rate_rx_r\[21\],26.22
P_REG_FILE.SD_ACCEL_DUR_4\[0\],26.2
_13319_,26.2
_25498_,26.2
P_REG_FILE.QEM_THRESH_4\[17\],26.18
P_REG_FILE.SD_JERK_DUR_4\[15\],26.18
_06957_,26.18
_19200_,26.18
_21582_,26.18
_24208_,26.18
genblk11\[3\].SCG_b.step_accum\[3\],26.18
_13530_,26.16
genblk11\[2\].SCG_b.c_accel_dur\[14\],26.16
genblk6\[0\].PWM_b.pg1.cntr_low_buf\[6\],26.16
P_REG_FILE.SD_TOT_STEPS_1\[3\],26.14
P_REG_FILE.SPI_CR_1\[29\],26.14
_07803_,26.14
_19771_,26.14
_19969_,26.14
_07726_,26.12
_14945_,26.12
_17829_,26.12
genblk11\[3\].SCG_b.stop,26.12
P_REG_FILE.I2C_CR_1\[28\],26.1
P_REG_FILE.TIM_THRESH_L_4\[2\],26.1
_07822_,26.1
_15378_,26.1
_17506_,26.1
genblk2\[0\].SPI_b.SPI_Master_Inst.r_ticks_per_half_bit\[3\],26.1
genblk9\[1\].UART_b.max_rate_tx_r\[13\],26.1
_07154_,26.08
_07982_,26.08
_18990_,26.08
_19696_,26.08
_20129_,26.08
P_REG_FILE.SD_JERK_DUR_2\[29\],26.06
_06133_,26.06
_11770_,26.06
_14467_,26.06
_20149_,26.06
_24295_,26.06
genblk11\[0\].SCG_b.c_accel_dur\[3\],26.05
P_REG_FILE.UART_RX_RATE_DIV_1\[2\],26.04
_08329_,26.04
_16981_,26.04
_18382_,26.04
genblk6\[2\].PWM_b.cd1.out\[10\],26.04
_15870_,26.035
_09563_,26.025
_15975_,26.02
_16392_,26.02
_16978_,26.02
_18162_,26.02
_20429_,26.02
genblk4\[1\].I2C_b.clk_div\[1\],26.02
genblk6\[0\].PWM_b.cd1.out\[14\],26.02
_11818_,26.015
_08392_,26
_11817_,26
_19150_,26
genblk2\[1\].SPI_b.r_SPI_CS_en\[2\],26
genblk6\[0\].PWM_b.pg1.seq_cntr\[2\],26
P_REG_FILE.SD_ACCEL_DUR_2\[15\],25.99
_09472_,25.99
P_REG_FILE.SD_TOT_STEPS_1\[4\],25.98
_08095_,25.98
_17989_,25.98
genblk11\[1\].SCG_b.wr_jerk_r1,25.98
genblk13\[2\].QEM_b.calib_pos\[21\],25.98
_15967_,25.96
_22119_,25.96
_24276_,25.96
genblk9\[0\].UART_b.txInst.bitIdx\[1\],25.96
genblk9\[3\].UART_b.max_rate_tx_r\[30\],25.96
clknet_leaf_191_clk,25.96
genblk9\[2\].UART_b.generatorInst.rxCounter\[8\],25.95
_07311_,25.94
_20790_,25.94
genblk11\[1\].SCG_b.steps_left\[19\],25.94
_15623_,25.935
genblk11\[1\].SCG_b.cur_speed\[22\],25.935
_07275_,25.93
_11530_,25.92
_11815_,25.92
_24362_,25.92
genblk13\[1\].QEM_b.latched_count\[24\],25.92
P_REG_FILE.TIM_THRESH_L_1\[0\],25.915
genblk9\[3\].UART_b.generatorInst.rxCounter\[9\],25.915
genblk11\[0\].SCG_b.total_steps\[13\],25.91
genblk9\[3\].UART_b.generatorInst.txCounter\[24\],25.905
P_REG_FILE.GPIO_MOD_1\[1\],25.9
P_REG_FILE.uart_rx_done_buf1\[0\],25.9
genblk4\[0\].I2C_b.clk_div\[2\],25.9
_14321_,25.895
P_REG_FILE.SD_ACCEL_DUR_3\[27\],25.88
P_REG_FILE.TIM_THRESH_L_4\[28\],25.88
_07701_,25.88
_08495_,25.88
_21290_,25.88
genblk13\[1\].QEM_b.calib_pos\[23\],25.88
genblk9\[0\].UART_b.max_rate_tx_r\[23\],25.88
P_REG_FILE.SD_CR_3\[21\],25.86
P_REG_FILE.TIM_THRESH_H_2\[16\],25.86
P_REG_FILE.UART_RX_RATE_DIV_1\[12\],25.86
_15455_,25.86
genblk9\[0\].UART_b.generatorInst.txCounter\[26\],25.86
_15970_,25.845
P_REG_FILE.SD_CR_2\[29\],25.84
P_REG_FILE.SD_TOT_STEPS_4\[5\],25.84
_10938_,25.84
_11457_,25.84
_11576_,25.84
_24099_,25.84
_25156_,25.84
net19,25.84
P_REG_FILE.TIM_THRESH_H_3\[11\],25.82
P_REG_FILE.TIM_THRESH_H_3\[31\],25.82
_17091_,25.82
genblk13\[0\].QEM_b.latched_count\[8\],25.82
P_REG_FILE.TIM_THRESH_H_1\[18\],25.8
P_REG_FILE.TIM_THRESH_H_2\[13\],25.8
_06629_,25.8
_09903_,25.8
_18132_,25.8
_18880_,25.8
_20620_,25.8
genblk13\[0\].QEM_b.calib_pos\[15\],25.8
genblk4\[0\].I2C_b.clk_div\[1\],25.8
net260,25.8
_21835_,25.785
P_REG_FILE.TIM_THRESH_L_4\[8\],25.78
P_REG_FILE.UART_TX_RATE_DIV_1\[31\],25.78
_20582_,25.78
genblk2\[0\].SPI_b.SPI_Master_Inst.r_TX_Data\[8\],25.78
_20473_,25.77
genblk9\[0\].UART_b.rxInst.inputSw\[0\],25.765
_06069_,25.76
_24961_,25.76
genblk11\[2\].SCG_b.steps_left\[19\],25.76
genblk9\[0\].UART_b.max_rate_rx_r\[28\],25.76
net92,25.76
_07323_,25.74
_20580_,25.74
_21210_,25.74
genblk6\[2\].PWM_b.cd1.out\[13\],25.725
_09590_,25.72
_17246_,25.72
_19067_,25.72
_19821_,25.72
_24258_,25.72
genblk13\[1\].QEM_b.calib_pos\[7\],25.72
genblk2\[0\].SPI_b.SPI_Master_Inst.r_SPI_Clk_Count\[6\],25.72
genblk11\[2\].SCG_b.steps_left\[25\],25.71
_06621_,25.7
_11709_,25.7
_17009_,25.7
genblk11\[1\].SCG_b.jerk\[21\],25.7
_08296_,25.68
_11502_,25.68
_16701_,25.68
_19222_,25.68
_24347_,25.68
_27168_,25.68
genblk6\[3\].PWM_b.cd1.out\[28\],25.68
genblk7\[1\].TIMER_b.mtimecmp\[47\],25.68
